Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Son;Social drinker;Social smoker;Pet;Body mass index;Gabarito_Horas_Falta
11,0;8;5,0;1;289,0;49,0;12;32,0;203,27481901682543;92;0;0;1;0;0;23;4
25,0;3;5,0;2;221,0;27,0;9;28,0;221,81874517990013;99;0;1;0;0;2;24;3
19,0;4;6,0;3;254,0;50,0;11;36,0;326,20355976967613;96;0;4;1;0;0;23;56
23,0;3;6,0;2;227,0;25,0;9;28,0;344,9600434118867;95;0;1;0;0;2;24;1
23,0;12;5,0;4;226,0;27,0;9;28,0;280,9419174708666;98;0;1;0;0;2;24;4
25,0;8;5,0;1;175,0;51,0;18;38,0;249,69333439848563;93;0;0;1;0;0;31;4
19,0;4;2,0;3;229,0;25,0;9;28,0;246,12653612128256;91;0;1;0;0;2;24;8
22,0;2;6,0;2;289,0;36,0;13;33,0;251,40979202688987;96;0;2;1;0;1;30;3
28,0;3;3,0;3;249,0;25,0;16;41,0;245,6603825795576;98;0;0;1;0;0;23;2
23,0;3;6,0;2;182,0;26,0;9;30,0;216,04467307879665;99;0;0;0;0;0;19;2
13,0;3;4,0;3;155,0;13,0;14;34,0;220,99712062518805;99;0;2;1;0;0;25;25
26,0;2;5,0;2;245,0;25,0;16;41,0;254,8058904134417;96;0;0;1;0;0;23;9
28,0;6;2,0;1;176,0;50,0;18;38,0;249,1309375534241;95;0;0;1;0;0;31;1
1,0;10;2,0;4;180,0;25,0;9;30,0;267,57473143408083;88;0;0;0;0;0;19;9
23,0;12;4,0;4;227,0;26,0;9;28,0;277,3861269386276;98;0;1;0;0;2;24;2
18,0;1;3,0;2;163,0;11,0;14;34,0;307,9709053039784;95;0;2;1;0;0;25;10
27,0;5;6,0;3;185,0;24,0;9;30,0;240,6353126125471;99;0;0;0;0;0;19;2
0,0;9;3,0;1;288,0;49,0;12;32,0;295,6731336537345;81;1;0;1;0;0;23;0
0,0;10;6,0;4;111,0;13,0;18;50,0;265,6061376593273;87;1;1;1;0;0;30;0
28,0;8;3,0;1;243,0;24,0;16;41,0;250,16067214968663;93;0;0;1;0;0;23;2
28,0;5;2,0;3;118,0;11,0;10;37,0;245,6294801720176;99;0;0;0;0;0;28;1
23,0;10;3,0;4;174,0;51,0;18;38,0;254,9321688237036;93;0;0;1;0;0;31;4
28,0;5;2,0;3;153,0;26,0;14;34,0;375,23268483615664;92;0;2;1;0;0;25;0
13,0;1;2,0;2;226,0;26,0;9;30,0;312,1438163604034;96;0;0;0;0;0;19;4
10,0;4;2,0;3;120,0;10,0;10;37,0;247,4502371212352;91;0;0;0;0;0;28;9
27,0;1;5,0;2;181,0;51,0;18;38,0;316,45898999830337;96;0;0;1;0;0;31;2
13,0;9;2,0;4;186,0;52,0;18;38,0;292,9845586670262;81;0;0;1;0;0;30;7
12,0;12;2,0;4;227,0;27,0;9;28,0;236,18162056389176;93;0;1;0;0;2;24;3
23,0;10;6,0;4;362,0;53,0;3;28,0;253,4305709408033;93;0;1;1;0;4;27;1
23,0;2;5,0;2;189,0;30,0;13;34,0;301,55606558104324;99;0;2;0;0;2;25;8
23,0;8;4,0;1;245,0;25,0;13;47,0;262,28988565764445;94;0;2;0;0;1;32;1
13,0;4;5,0;3;286,0;36,0;13;33,0;325,86747342452986;96;0;2;1;0;1;30;16
28,0;2;5,0;2;151,0;11,0;14;34,0;304,42531243277057;99;0;2;1;0;0;25;3
26,0;11;6,0;4;370,0;18,0;12;31,0;271,6034488829934;93;0;3;1;0;0;25;8
0,0;11;4,0;4;291,0;36,0;13;33,0;265,9778829788289;93;1;2;1;0;1;30;1
23,0;8;4,0;1;248,0;26,0;14;47,0;265,7209324353437;94;0;2;0;0;1;32;0
23,0;4;6,0;3;290,0;30,0;12;40,0;325,96647157137346;96;0;1;1;0;1;25;3
14,0;10;4,0;4;291,0;47,0;29;49,0;282,78823154989647;91;0;0;0;0;2;36;3
13,0;4;5,0;3;289,0;36,0;13;33,0;326,6598511686342;96;0;2;1;0;1;30;16
27,0;3;6,0;2;183,0;27,0;9;30,0;224,7352904937671;99;0;0;0;0;0;19;1
23,0;9;6,0;4;259,0;50,0;11;36,0;241,68050160330344;92;0;4;1;0;0;23;4
23,0;11;4,0;4;222,0;26,0;9;28,0;306,35252326765124;93;0;1;0;0;2;24;1
28,0;3;6,0;2;247,0;25,0;16;41,0;246,4555505573406;98;0;0;1;0;0;23;1
13,0;3;5,0;2;176,0;26,0;9;30,0;342,33885565294395;96;0;0;0;0;0;19;9
7,0;2;3,0;2;228,0;26,0;9;28,0;265,747520119556;97;0;1;0;0;2;24;7
28,0;4;2,0;3;180,0;51,0;17;38,0;235,53752772902925;98;0;0;1;0;0;31;4
27,0;1;5,0;2;120,0;26,0;10;37,0;308,7066334516697;95;0;0;0;0;0;28;3
14,0;3;2,0;2;275,0;5,0;14;39,0;343,52962760725626;95;0;2;1;1;0;24;8
19,0;12;3,0;4;121,0;11,0;10;37,0;262,1150939964194;97;0;0;0;0;0;28;64
28,0;4;6,0;3;243,0;24,0;14;46,0;325,001319102323;96;0;2;0;0;1;32;8
14,0;3;6,0;2;251,0;26,0;14;47,0;343,428852611927;95;0;2;0;0;1;32;3
25,0;12;3,0;4;120,0;9,0;10;37,0;236,70419855591052;93;0;0;0;0;0;28;7
28,0;9;3,0;1;292,0;32,0;12;40,0;295,05460578737654;81;0;1;1;0;1;25;2
22,0;2;6,0;2;290,0;36,0;13;33,0;253,57495486167903;96;0;2;1;0;1;30;3
23,0;10;6,0;4;221,0;25,0;9;28,0;255,67070857448084;93;0;1;0;0;2;24;3
12,0;2;4,0;2;236,0;49,0;1;31,0;265,1297675816152;97;0;1;1;0;8;21;4
26,0;10;4,0;4;298,0;36,0;13;33,0;255,63407329586843;93;0;2;1;0;1;30;6
22,0;2;2,0;2;186,0;30,0;13;33,0;252,8870100759821;96;0;2;0;0;2;25;8
18,0;8;3,0;1;230,0;13,0;16;58,0;265,3239428965364;94;0;2;0;0;1;22;9
27,0;1;4,0;2;222,0;25,0;9;28,0;309,2345159767472;95;0;1;0;0;2;24;2
27,0;3;4,0;2;184,0;51,0;18;37,0;223,66539462884904;99;0;0;1;0;0;31;2
23,0;11;4,0;4;222,0;26,0;9;28,0;311,1764655610025;93;0;1;0;0;2;24;0
23,0;12;5,0;4;226,0;26,0;9;28,0;260,1863951272168;97;0;1;0;0;2;24;2
22,0;4;6,0;3;231,0;11,0;14;37,0;243,94686979602812;91;0;1;0;0;1;29;8
26,0;4;6,0;3;329,0;16,0;4;28,0;240,47436476817245;98;0;0;0;0;0;25;5
14,0;7;3,0;1;291,0;36,0;13;33,0;263,1387573726289;93;0;2;1;0;1;30;8
18,0;12;2,0;4;236,0;26,0;1;31,0;279,0817268621592;98;0;1;1;0;8;21;8
14,0;4;5,0;3;226,0;14,0;18;49,0;247,03081655903867;91;0;1;1;0;0;31;2
28,0;10;4,0;4;182,0;26,0;18;37,0;264,8339034783247;88;0;0;1;0;0;31;1
0,0;5;4,0;3;276,0;26,0;14;39,0;378,028509700162;92;1;2;1;1;0;24;0
10,0;5;6,0;3;155,0;13,0;14;34,0;237,7469523792888;99;0;2;1;0;0;25;9
19,0;10;5,0;4;287,0;35,0;12;33,0;269,5941701450307;88;0;2;1;0;1;30;16
1,0;10;4,0;4;184,0;27,0;9;30,0;265,00172988519466;88;0;0;0;0;0;19;65
23,0;12;5,0;4;222,0;26,0;9;28,0;283,79349355702664;98;0;1;0;0;2;24;3
18,0;1;6,0;2;177,0;26,0;17;40,0;313,37657876093994;96;0;2;0;1;0;22;4
11,0;7;4,0;1;254,0;49,0;11;36,0;238,9864363914432;97;0;4;1;0;0;23;8
13,0;4;4,0;3;122,0;12,0;18;50,0;241,90098053270043;98;0;1;1;0;0;31;120
13,0;3;2,0;2;248,0;24,0;14;47,0;222,88482472025004;99;0;2;0;0;1;32;2
23,0;11;4,0;4;223,0;27,0;9;28,0;304,7752853954753;93;0;1;0;0;2;24;2
19,0;4;3,0;3;287,0;35,0;13;34,0;327,9238198298343;96;0;2;1;0;1;30;6
23,0;9;2,0;1;120,0;10,0;10;37,0;243,90173068955912;92;0;0;0;0;0;28;4
23,0;11;2,0;4;117,0;10,0;10;37,0;266,3050095817363;93;0;0;0;0;0;28;8
23,0;9;6,0;1;249,0;26,0;14;47,0;260,2805930093953;87;0;2;0;0;1;32;1
23,0;11;3,0;4;229,0;26,0;9;28,0;267,86538706534793;93;0;1;0;0;2;24;2
6,0;3;5,0;2;290,0;36,0;13;33,0;346,37116000975413;95;0;2;1;0;1;30;9
7,0;10;4,0;4;178,0;27,0;9;30,0;262,8338955360311;88;0;0;0;0;0;19;4
13,0;10;3,0;4;228,0;26,0;9;28,0;284,3790455348077;91;0;1;0;0;2;24;2
27,0;3;3,0;3;174,0;49,0;18;39,0;219,4704014308041;99;0;0;1;0;0;30;4
18,0;5;4,0;3;225,0;14,0;16;59,0;246,55297089645453;99;0;2;0;0;1;22;8
26,0;7;6,0;1;114,0;11,0;10;37,0;231,1031016738368;92;0;0;0;0;0;28;8
28,0;12;6,0;4;261,0;50,0;11;36,0;261,56384486876686;97;0;4;1;0;0;23;3
19,0;4;3,0;3;284,0;35,0;13;33,0;324,3578209043163;96;0;2;1;0;1;30;9
27,0;5;6,0;3;179,0;27,0;9;31,0;237,93925857690687;99;0;0;0;0;0;19;2
23,0;10;3,0;4;115,0;10,0;10;36,0;253,85738045375965;93;0;0;0;0;0;28;3
23,0;2;3,0;2;224,0;25,0;9;28,0;303,84397226701367;99;0;1;0;0;2;24;2
19,0;7;5,0;1;289,0;26,0;13;33,0;275,3565707185172;98;0;2;1;0;1;30;8
23,0;12;6,0;2;233,0;26,0;9;29,0;260,033524535374;97;0;1;0;0;2;24;1
28,0;12;2,0;2;156,0;27,0;6;29,0;239,61958480589627;93;0;0;1;1;0;22;2
28,0;3;2,0;2;179,0;52,0;18;38,0;244,1558106519064;98;0;0;1;0;0;31;15
14,0;11;2,0;4;291,0;31,0;12;40,0;307,3996549185778;93;0;1;1;0;1;25;40
25,0;2;3,0;2;225,0;26,0;9;28,0;263,5804947209586;97;0;1;0;0;2;24;2
6,0;11;3,0;4;177,0;50,0;18;38,0;285,2229281177316;97;0;0;1;0;0;31;7
23,0;9;3,0;4;372,0;18,0;12;31,0;261,5208565605675;87;0;3;1;0;0;25;9
27,0;1;4,0;2;184,0;52,0;18;39,0;312,89500917618506;96;0;0;1;0;0;31;3
23,0;1;2,0;2;226,0;26,0;14;34,0;328,8545116687425;100;0;2;1;0;0;25;2
23,0;3;6,0;2;226,0;24,0;9;30,0;221,9754312605077;99;0;0;0;0;0;19;3
13,0;3;4,0;3;117,0;12,0;18;50,0;247,53662644528347;98;0;1;1;0;0;31;7
19,0;7;3,0;1;152,0;12,0;14;34,0;273,1306552927451;98;0;2;1;0;0;25;17
22,0;7;3,0;1;189,0;30,0;13;33,0;266,79043561428136;93;0;2;0;0;2;25;16
28,0;7;3,0;1;248,0;24,0;16;40,0;228,6775780321592;92;0;0;1;0;0;23;3
27,0;6;4,0;3;181,0;25,0;9;30,0;274,18612044720913;96;0;0;0;0;0;19;3
28,0;7;3,0;1;177,0;51,0;18;38,0;230,5690944616079;92;0;0;1;0;0;31;1
27,0;1;6,0;2;223,0;25,0;9;28,0;309,066017605814;95;0;1;0;0;2;24;1
13,0;11;2,0;4;252,0;25,0;16;41,0;286,0522529109304;97;0;0;1;0;0;23;9
28,0;9;3,0;1;243,0;25,0;16;41,0;263,4511232888701;87;0;0;1;0;0;23;1
18,0;9;4,0;4;221,0;25,0;8;28,0;238,8414905532395;92;0;1;0;0;2;24;2
13,0;1;4,0;2;291,0;36,0;13;33,0;312,11580510864485;96;0;2;1;0;1;30;6
22,0;10;6,0;4;226,0;35,0;13;33,0;264,9834727293044;88;0;2;1;0;1;30;8
22,0;4;2,0;3;368,0;17,0;12;31,0;237,9626525246279;98;0;3;1;0;0;25;4
13,0;12;6,0;4;179,0;27,0;9;30,0;283,0814711820003;98;0;0;0;0;0;19;1
28,0;10;4,0;4;187,0;49,0;18;38,0;283,61506799132013;91;0;0;1;0;0;31;3
19,0;4;4,0;3;379,0;49,0;11;36,0;323,94914565486806;96;0;2;0;1;4;21;9
23,0;10;2,0;4;245,0;20,0;13;43,0;266,9469544850801;88;0;1;1;0;0;38;3
28,0;9;6,0;4;226,0;31,0;12;40,0;291,41260507173723;81;0;1;1;0;1;25;3
27,0;1;4,0;2;116,0;10,0;10;36,0;311,3848934515365;95;0;0;0;0;0;28;3
28,0;4;3,0;3;156,0;12,0;14;35,0;325,7975132077209;96;0;2;1;0;0;25;1
14,0;3;3,0;3;112,0;13,0;18;50,0;243,394744175398;98;0;1;1;0;0;31;2
23,0;1;4,0;2;219,0;25,0;9;28,0;308,7261888839829;95;0;1;0;0;2;23;2
1,0;7;3,0;1;258,0;50,0;11;36,0;239,0868890603141;97;0;4;1;0;0;23;9
8,0;8;3,0;1;355,0;52,0;3;28,0;264,9176735762379;94;0;1;1;0;4;27;8
18,0;7;5,0;1;180,0;26,0;9;30,0;275,6699509516123;98;0;0;0;0;0;19;8
23,0;4;3,0;3;359,0;52,0;3;28,0;245,67943551435468;91;0;1;1;0;4;27;1
22,0;5;6,0;3;360,0;52,0;3;28,0;382,3040201262551;92;0;1;1;0;4;27;8
28,0;10;3,0;4;226,0;30,0;12;40,0;266,13915744083255;88;0;1;1;0;1;25;5
23,0;12;5,0;4;225,0;25,0;9;29,0;279,409423199936;98;0;1;0;0;2;24;3
19,0;12;3,0;4;114,0;9,0;10;37,0;258,1612276951756;97;0;0;0;0;0;28;64
27,0;2;5,0;2;180,0;50,0;18;38,0;263,1338631163569;97;0;0;1;0;0;31;2
16,0;4;3,0;3;236,0;17,0;8;32,0;249,08480952323904;91;0;0;0;0;0;25;3
26,0;6;3,0;3;233,0;19,0;13;43,0;255,2928288201167;95;0;1;1;0;0;38;8
23,0;12;5,0;4;230,0;26,0;9;28,0;265,23558051036275;98;0;1;0;0;2;24;2
0,0;11;3,0;4;332,0;15,0;4;28,0;282,784419266505;97;1;0;0;0;0;26;0
25,0;1;6,0;2;181,0;22,0;17;40,0;313,5651036719208;96;0;2;0;1;0;22;2
11,0;4;4,0;3;117,0;26,0;10;37,0;241,5176426551008;98;0;0;0;0;0;28;2
10,0;6;4,0;3;116,0;10,0;10;37,0;275,3459660241162;96;0;0;0;0;0;28;7
11,0;11;2,0;4;156,0;11,0;14;34,0;282,3438197723397;97;0;2;1;0;0;25;121
7,0;11;4,0;4;226,0;36,0;13;33,0;306,3150151009223;93;0;2;1;0;1;30;24
26,0;7;6,0;1;116,0;10,0;10;37,0;229,40875652078992;92;0;0;0;0;0;28;8
23,0;12;3,0;4;252,0;25,0;14;47,0;260,5359979345603;97;0;2;0;0;1;32;0
8,0;6;6,0;1;118,0;9,0;10;37,0;275,44251546069853;96;0;0;0;0;0;28;2
28,0;4;3,0;3;163,0;13,0;14;34,0;249,55670636107243;91;0;2;1;0;0;25;4
23,0;10;4,0;4;228,0;26,0;9;27,0;255,0679562986612;93;0;1;0;0;2;24;2
22,0;12;4,0;4;359,0;52,0;3;28,0;264,1513374007092;97;0;1;1;0;4;27;9
19,0;5;3,0;3;222,0;25,0;9;28,0;377,8850790941074;92;0;1;0;0;2;24;8
23,0;10;2,0;4;226,0;20,0;13;43,0;264,9282392290019;88;0;1;1;0;0;38;2
27,0;6;6,0;3;183,0;26,0;9;30,0;278,6391905500584;96;0;0;0;0;0;19;3
28,0;8;2,0;1;258,0;51,0;11;36,0;251,2822077652831;93;0;4;1;0;0;23;3
23,0;10;3,0;4;373,0;26,0;12;31,0;285,09164456359565;91;0;3;1;0;0;25;8
1,0;3;2,0;2;151,0;11,0;14;35,0;342,77757249837805;95;0;2;1;0;0;25;16
13,0;4;5,0;3;189,0;28,0;13;33,0;245,1101158132938;91;0;2;0;0;2;25;7
13,0;8;5,0;1;303,0;26,0;13;43,0;263,5607700035534;94;0;2;1;1;1;25;0
23,0;1;5,0;2;226,0;42,0;7;27,0;310,75782807088007;95;0;0;0;0;0;21;1
18,0;12;3,0;2;156,0;12,0;14;34,0;281,3296366697198;98;0;2;1;0;0;25;81
0,0;11;3,0;4;291,0;31,0;12;39,0;265,8065603636691;93;1;1;1;0;1;25;0
11,0;8;5,0;1;290,0;50,0;12;32,0;206,52948603350487;92;0;0;1;0;0;23;4
11,0;7;4,0;1;171,0;51,0;18;38,0;238,70007515749467;97;0;0;1;0;0;31;2
14,0;11;2,0;4;291,0;33,0;12;40,0;307,5777546452237;93;0;1;1;0;1;25;40
27,0;1;3,0;2;118,0;10,0;10;38,0;306,9656422242653;95;0;0;0;0;0;28;2
28,0;6;6,0;3;262,0;49,0;11;36,0;253,24333610925984;95;0;4;1;0;0;23;4
3,0;1;4,0;2;288,0;32,0;12;40,0;329,48540742205887;100;0;1;1;0;1;25;9
0,0;3;5,0;3;240,0;25,0;16;41,0;246,46727446424785;98;1;0;1;0;0;23;0
28,0;12;6,0;4;262,0;49,0;11;36,0;236,87307828884323;93;0;4;1;0;0;23;4
23,0;11;5,0;4;179,0;26,0;18;38,0;280,746464750341;97;0;0;1;0;0;31;2
14,0;11;5,0;4;244,0;26,0;14;46,0;269,48955121823;93;0;2;0;0;1;32;3
13,0;2;5,0;2;178,0;52,0;18;38,0;262,2653946744748;97;0;0;1;0;0;31;8
23,0;10;2,0;4;187,0;30,0;13;33,0;285,34845590466927;91;0;2;0;0;2;25;7
23,0;12;4,0;4;225,0;27,0;9;27,0;276,20589714111446;98;0;1;0;0;2;24;3
28,0;3;3,0;2;290,0;50,0;12;32,0;343,1900777207244;95;0;0;1;0;0;23;2
28,0;4;6,0;3;223,0;27,0;9;28,0;327,053470655192;96;0;1;0;0;2;24;1
23,0;7;2,0;1;238,0;26,0;12;48,0;233,04577533555752;92;0;1;0;1;5;33;1
23,0;2;3,0;2;289,0;31,0;12;40,0;253,65395831044452;96;0;1;1;0;1;25;1
0,0;10;3,0;4;294,0;32,0;12;40,0;266,9817474309222;88;1;1;1;0;1;26;1
27,0;2;4,0;2;180,0;51,0;18;38,0;261,4216129799407;97;0;0;1;0;0;31;1
14,0;12;3,0;2;233,0;10,0;14;37,0;235,90138609507875;93;0;1;0;0;1;29;3
27,0;2;4,0;2;177,0;51,0;18;38,0;262,999955693734;97;0;0;1;0;0;31;2
7,0;5;4,0;3;180,0;43,0;7;27,0;380,8736931710864;92;0;0;0;0;0;21;5
13,0;5;2,0;3;235,0;20,0;13;43,0;243,27420461024312;99;0;1;1;0;0;38;17
28,0;3;3,0;3;242,0;24,0;16;41,0;244,165608739703;98;0;0;1;0;0;23;2
23,0;8;6,0;1;259,0;49,0;11;35,0;205,4021938548537;92;0;4;1;0;0;23;4
26,0;5;4,0;3;237,0;20,0;13;43,0;236,6828302955432;99;0;1;1;0;0;38;7
23,0;8;2,0;1;291,0;37,0;13;33,0;265,7052407614312;94;0;2;1;0;1;30;0
28,0;2;5,0;2;155,0;13,0;14;34,0;301,9121808061149;99;0;2;1;0;0;25;2
18,0;8;2,0;1;173,0;51,0;18;38,0;206,82881653635903;92;0;0;1;0;0;31;7
23,0;10;5,0;4;290,0;49,0;29;49,0;286,5328496930079;91;0;0;0;0;2;36;2
27,0;2;4,0;2;177,0;51,0;18;38,0;264,31960330459896;97;0;0;1;0;0;31;2
23,0;9;5,0;1;290,0;31,0;12;40,0;241,99437281565488;92;0;1;1;0;1;25;5
13,0;6;5,0;3;177,0;25,0;9;30,0;276,09809963792065;96;0;0;0;0;0;19;2
23,0;10;6,0;4;219,0;27,0;9;29,0;254,5011845773257;93;0;1;0;0;2;24;3
11,0;6;3,0;1;334,0;17,0;4;28,0;252,88017455942324;95;0;0;0;0;0;25;1
27,0;2;4,0;2;179,0;50,0;18;38,0;252,43365599727184;96;0;0;1;0;0;31;3
23,0;3;4,0;2;292,0;36,0;13;33,0;228,0784917781152;99;0;2;1;0;1;30;8
25,0;3;3,0;2;230,0;13,0;16;58,0;222,25906369769612;99;0;2;0;0;1;22;1
28,0;5;3,0;3;119,0;10,0;10;37,0;240,5649638967352;99;0;0;0;0;0;28;0
25,0;8;2,0;1;247,0;25,0;14;47,0;266,9901984448636;94;0;2;0;0;1;32;2
13,0;6;6,0;3;236,0;12,0;14;37,0;378,2160156255405;94;0;1;0;0;1;29;16
23,0;10;5,0;4;180,0;27,0;9;30,0;253,91682551836112;93;0;0;0;0;0;19;0
27,0;1;2,0;2;178,0;27,0;9;30,0;314,732039487986;96;0;0;0;0;0;19;2
14,0;9;2,0;4;288,0;30,0;12;40,0;241,55241229282984;92;0;1;1;0;1;25;34
27,0;2;6,0;2;177,0;51,0;18;38,0;265,50975165544094;97;0;0;1;0;0;31;2
1,0;2;3,0;2;389,0;14,0;9;50,0;304,88251097367714;99;0;0;0;0;0;24;9
23,0;7;4,0;1;118,0;11,0;10;37,0;266,26189019192293;93;0;0;0;0;0;28;2
13,0;3;4,0;3;122,0;13,0;18;50,0;242,10930011505064;98;0;1;1;0;0;31;8
27,0;3;4,0;2;181,0;51,0;18;38,0;220,9458278151453;99;0;0;1;0;0;31;3
28,0;6;2,0;1;289,0;26,0;29;50,0;377,6495491496066;94;0;0;0;0;2;36;0
13,0;1;3,0;2;245,0;12,0;14;37,0;334,90852069531155;100;0;1;0;0;1;29;2
11,0;6;6,0;3;182,0;51,0;18;38,0;378,2336898471664;94;0;0;1;0;0;31;2
19,0;10;5,0;4;289,0;36,0;13;33,0;263,4026678106277;88;0;2;1;0;1;30;16
14,0;3;6,0;3;248,0;25,0;14;47,0;341,68093126705327;95;0;2;0;0;1;32;3
13,0;11;6,0;4;219,0;26,0;9;28,0;307,5023852626185;93;0;1;0;0;2;24;4
14,0;10;4,0;4;226,0;49,0;29;49,0;284,863966045002;91;0;0;0;0;2;36;3
8,0;5;4,0;3;115,0;10,0;10;36,0;235,46563405711416;99;0;0;0;0;0;29;4
28,0;7;3,0;1;248,0;25,0;16;41,0;226,83430344371465;92;0;0;1;0;0;23;2
19,0;8;6,0;1;288,0;37,0;13;33,0;267,17755438982766;94;0;2;1;0;1;30;8
23,0;5;4,0;3;249,0;25,0;14;47,0;243,5700142603745;99;0;2;0;0;1;32;2
27,0;2;4,0;2;180,0;52,0;18;38,0;263,1105671165101;97;0;0;1;0;0;31;2
6,0;11;6,0;4;155,0;12,0;14;34,0;306,4928311326694;93;0;2;1;0;0;25;8
23,0;9;2,0;1;118,0;11,0;10;37,0;241,1274753829383;92;0;0;0;0;0;28;3
13,0;8;5,0;1;300,0;26,0;13;43,0;266,5471069020068;94;0;2;1;1;1;25;2
22,0;10;6,0;4;290,0;37,0;13;33,0;266,1923219837815;88;0;2;1;0;1;30;8
13,0;4;5,0;3;182,0;29,0;13;33,0;247,68574890455616;91;0;2;0;0;2;25;9
19,0;2;2,0;2;226,0;52,0;1;31,0;263,4412228479395;97;0;1;1;0;8;21;1
18,0;8;2,0;1;289,0;26,0;13;33,0;208,87743945798312;92;0;2;1;0;1;30;9
25,0;12;5,0;4;235,0;12,0;14;37,0;233,2045799855358;93;0;1;0;0;1;29;3
25,0;3;5,0;2;218,0;26,0;9;28,0;221,6315637136412;99;0;1;0;0;2;24;3
13,0;3;6,0;2;259,0;49,0;11;36,0;344,10867547565647;95;0;4;1;0;0;23;40
22,0;7;2,0;1;238,0;10,0;14;37,0;245,51126206715043;97;0;1;0;0;1;29;8
23,0;2;4,0;2;225,0;25,0;9;28,0;303,20798568159205;99;0;1;0;0;2;24;1
23,0;11;5,0;4;182,0;52,0;18;38,0;305,5037018815688;93;0;0;1;0;0;31;1
18,0;12;3,0;2;154,0;13,0;14;34,0;278,1725379493465;98;0;2;1;0;0;25;81
10,0;6;2,0;3;249,0;23,0;16;40,0;374,8414584794156;94;0;0;1;0;0;23;9
22,0;6;5,0;3;376,0;50,0;11;36,0;274,2892659332516;96;0;2;0;1;4;21;9
25,0;3;2,0;2;233,0;14,0;8;32,0;225,3706108902537;99;0;0;0;0;0;25;2
13,0;5;2,0;3;231,0;20,0;13;43,0;243,10951923575809;99;0;1;1;0;0;38;16
28,0;10;6,0;4;226,0;50,0;11;36,0;264,88804839076914;88;0;4;1;0;0;23;3
6,0;7;2,0;1;228,0;14,0;16;58,0;261,5763521815652;93;0;2;0;0;1;22;8
13,0;7;6,0;1;263,0;51,0;12;36,0;229,23733991850588;92;0;4;1;0;0;23;8
21,0;6;4,0;1;182,0;26,0;9;30,0;255,41817429566623;95;0;0;0;0;0;19;2
25,0;11;5,0;4;234,0;12,0;14;37,0;283,03418253265994;97;0;1;0;0;1;29;2
22,0;3;2,0;2;228,0;12,0;14;37,0;245,60200255943784;98;0;1;0;0;1;29;8
14,0;7;6,0;1;252,0;24,0;16;41,0;239,66261825219345;97;0;0;1;0;0;23;8
28,0;9;3,0;1;246,0;25,0;16;40,0;262,55741733342074;87;0;0;1;0;0;23;1
25,0;8;2,0;1;248,0;25,0;14;47,0;265,779098482254;94;0;2;0;0;1;32;2
0,0;11;3,0;4;281,0;5,0;14;39,0;283,0193772465332;97;1;2;1;1;0;24;0
28,0;8;3,0;1;117,0;9,0;10;37,0;253,6807384875309;93;0;0;0;0;0;28;6
25,0;12;3,0;4;111,0;26,0;10;37,0;235,90662904251388;93;0;0;0;0;0;28;6
14,0;9;2,0;4;290,0;30,0;12;40,0;239,14651391864257;92;0;1;1;0;1;25;31
5,0;6;4,0;1;185,0;53,0;18;38,0;255,138017554678;95;0;0;1;0;0;31;7
26,0;10;6,0;4;249,0;25,0;16;41,0;284,82111366534053;91;0;0;1;0;0;23;9
28,0;12;4,0;4;292,0;31,0;12;40,0;279,97399631582664;98;0;1;1;0;1;25;2
5,0;7;6,0;1;120,0;10,0;10;37,0;276,5476172887816;98;0;0;0;0;0;28;7
26,0;1;2,0;2;226,0;36,0;13;33,0;329,6374744053417;100;0;2;1;0;1;30;7
18,0;7;5,0;1;169,0;25,0;9;30,0;280,37181180434504;98;0;0;0;0;0;19;9
25,0;5;4,0;3;223,0;26,0;9;27,0;245,81668511199445;99;0;1;0;0;2;24;2
19,0;4;3,0;3;362,0;26,0;3;28,0;245,52711203363089;91;0;1;1;0;4;27;8
19,0;9;4,0;1;286,0;36,0;13;33,0;294,0439662908989;81;0;2;1;0;1;30;24
28,0;9;6,0;1;289,0;30,0;12;40,0;293,65036106824704;81;0;1;1;0;1;25;4
22,0;7;4,0;1;224,0;26,0;9;28,0;265,2493413527909;93;0;1;0;0;2;24;8
23,0;2;6,0;2;179,0;52,0;18;38,0;250,30149047678347;96;0;0;1;0;0;31;3
23,0;5;4,0;3;153,0;12,0;14;34,0;240,8782100266342;99;0;2;1;0;0;25;3
0,0;9;3,0;1;292,0;50,0;12;32,0;292,4726299749347;81;1;0;1;0;0;23;-1
26,0;11;6,0;4;375,0;17,0;12;31,0;269,40551212654145;93;0;3;1;0;0;25;8
14,0;4;6,0;3;249,0;26,0;16;41,0;326,68685518997216;96;0;0;1;0;0;23;8
27,0;2;2,0;2;175,0;51,0;18;38,0;260,24142445901066;97;0;0;1;0;0;31;2
23,0;12;3,0;4;214,0;26,0;9;28,0;278,0264074975817;98;0;1;0;0;2;24;2
23,0;2;6,0;2;183,0;43,0;7;27,0;301,47068666431926;99;0;0;0;0;0;21;2
21,0;3;5,0;2;230,0;11,0;14;37,0;242,3605959562131;98;0;1;0;0;1;29;9
13,0;6;2,0;1;182,0;25,0;9;30,0;275,3908807870799;96;0;0;0;0;0;19;3
28,0;8;3,0;1;247,0;26,0;16;41,0;247,8978471987701;93;0;0;1;0;0;23;0
11,0;11;2,0;4;160,0;26,0;14;34,0;281,62965230663383;97;0;2;1;0;0;25;121
